id,Titel,Body,Kategorie,Datum,Quelle
161,Nächster Diesel-Skandal: Biodiesel in Wahrheit gar nicht Bio!,"Der Diesel kommt nicht aus den Schlagzeilen: Waren die illegalen Abschalteinrichtungen, die Autohersteller wie VW oder Audi in ihren Dieselfahrzeugen eingebaut hatten, um Abgaswerte zu schönen, schon eine bodenlose Frechheit, schlägt dieser Skandal dem Fass wohl endgültig den Boden aus: Bei einem Öko-Test der Umweltschutzorganisation Global 2019 konnte nachgewiesen werden, dass Biodiesel zum überwiegenden Teil überhaupt nicht Bio war!Umweltbewusste und auf Nachhaltigkeit setzende Autofahrer sind fassungslos: Wo Bio draufsteht, sollte doch eigentlich auch Bio drin sein! Doch die Ergebnisse des Öko-Tests, die Mitte der Woche von Global 2019 veröffentlicht wurden, sind geradezu ernüchternd: Unmengen an Pestizid-Rückständen und reihenweise Spritzgifte, die in Bio-Produkten aber sowas von gar nichts verloren haben!Detlev Brüderle, Leiter der von Global 2019 durchgeführten Biodiesel-Analysen: „Die Rückstände, die wir in den untersuchten Treibstoffen gefunden haben, überschreiten die gesetzlich vorgeschriebenen Grenzwerte für Bio-Produkte um ein Vielfaches! Sie zeigen ganz klar, dass für die Treibstoffherstellung zum überwiegenden Teil Pflanzen aus konventioneller Landwirtschaft verwendet wurden. Bei diesen Messwerten kann man eigentlich gar nicht mehr von einem Bio-Schmäh sprechen – das ist schon vielmehr eine regelrechte Bio-Verarsche!“Da tankt so mancher in bester Absicht Biodiesel – und in Wahrheit qualmt aus dem Auspuff Glyphosat & Co.! Dieselgate, Dieselfahrverbote – und jetzt auch noch der Biodieselskandal. Dieselfahrer haben’s derzeit nicht gerade leicht. Vielleicht sollte einfach mal jemand Super-Benzin untersuchen: Wer weiß, unter Umständen ist der ja auch nicht so positiv wie der Name vermuten lässt!","Allgemein, Empfehlung",2019-05-17 00:00:00,Entenpost
162,Kadaveran: Fleisch mit gu­tem Ge­wis­sen ge­nie­ßen,"Wer eigentlich ganz gerne Fleisch essen würde, jedoch bisher zum Vegetarier verurteilt war, weil ihm das Töten und Abschlachten von Tieren Gewissensbisse verursachte, für den gibt es nun Abhilfe: Kadaveran heißt der neueste Essens-Trend aus den USA, bei dem lediglich das Fleisch von Tieren gegessen wird, die ohne menschliches Zutun das Zeitliche gesegnet haben!Dorli war ein durch und durch glückliches Mangalitza-Schwein und wurde 16 Jahre alt, ehe es auf seinem Bauernhof im Kärntner Lavanttal im Kreise seiner engsten Angehörigen friedlich von dannen ging. Auch Kuh Mona war bereits beachtliche 22, als die mehrfache Mutter und Großmutter nach einem erfüllten Rinderdasein ihren letzten Atemzug tat.Weniger Glück hatte Bergschaf Brünna, das bei einem Unwetter vom Blitz getroffen wurde, sowie Henne Hilda, die vorzeitig der Geflügelpest erlegen war.Sie alle eint, dass ihnen der Schrecken eines Schlachthofs und somit das grausame Schicksal zigtausender ihrer Artgenossen erspart geblieben ist, ehe sie als Schnitzel, Steak & Co. auf dem Teller landeten – und zwar auf den Tellern von Kadaveranern: Menschen, die zwar Fleisch essen, allerdings nur von Tieren, die nicht der Tod durch das Schlachtbeil ereilt hat!Der Kadaveran-Food-Trend aus den USA findet auch hierzulande immer mehr Anhänger. Zwar ist das Fleisch nicht immer ganz so zart wie das von konventionell geschlachteten Tieren, doch das nehmen offenbar viele – insbesondere bisherige Vegetarier – für einen Fleischgenuss ohne ethische Bedenken gerne in Kauf.Wer im Supermarkt oder beim Fleischer auf Nummer sicher gehen möchte, der achtet am besten auf das AAS-Gütesiegel: Bei diesem neuesten Zertifikat der Agrarmarkt Austria wird mittels Leichenbeschau eines beeideten Veterinärs der natürliche Tod der Tiere bestätigt.Gelsenbisse bei Ihrer Grillparty lassen sich nicht immer vermeiden – Gewissensbisse sehr wohl!","Allgemein, Empfehlung",2019-05-12 00:00:00,Entenpost
163,Ein Herz für Insekten: Vogel­sil­hou­et­ten von Car­glass sol­len Bie­nen & Co. das Le­ben ret­ten,"Dramatische Zahlen präsentierte der Weltbiodiversitätsrat der Vereinten Nationen kürzlich in seinem Bericht zur Artenvielfalt: Demnach sind allein in den letzten drei Jahrzehnten fast 80% aller Insekten verschwunden! Schuld am exorbitanten Insektensterben sind in erster Linie die Autofahrer, wie der Blick auf die Windschutzscheibe nach einer Ausfahrt im Sommer eindrucksvoll beweist. Für all jene, die nicht länger tatenlos zusehen möchten, gibt es nun Abhilfe: Die Firma Carglass hat ab sofort Vogelsilhouetten in ihrem Sortiment, die Insektenschlag bei Autos zuverlässig verhindern sollen.Laut Hersteller sind die auf den Aufklebern abgebildeten, Insekten fressenden heimischen Vögel ihren echten Artgenossen täuschend ähnlich und erzeugen dadurch bei Käfer, Grashüpfer, Schmetterling & Co. die gewünschte abschreckende Wirkung! Tests in der Werkstatt, so Carglass, hätten eindrucksvoll gezeigt, dass Insekten offenbar einen großen Bogen um Fahrzeuge mit den aufgebrachten Warnvögeln machen würden.Wer ein ganz besonderes Herz für Insekten hat, greift noch etwas tiefer in die Tasche und lässt sich die Vogelsilhoutte nicht nur vorne sondern auch hinten auf die Heckscheibe kleben. So verhindern echte Tierliebhaber auch beim Rückwärtsfahren mit ihrem Auto zuverlässig den grausamen Massenmord an den kleinen Flugobjekten.Und vielleicht haben ja nicht nur die Insekten etwas von den Aufklebern: Sollte Ihr Auto mit Vogelsilhouette künftig wegen Zu-Schnellfahrens von einem Radar geblitzt werden, dann schieben Sie die Schuld doch einfach auf einen der abgebildeten Vögel. Denn wie der Vorfall mit einer Taube in der nordwestdeutschen Stadt Bocholt zeigt, sind Vögel offenbar gelegentlich schneller unterwegs als erlaubt!","Allgemein, Empfehlung",2019-05-08 00:00:00,Entenpost
164,Tesla-Hybrid: Mit integriertem Diesel-Generator unabhängig von explodierenden Strompreisen,"Die Anschaffungskosten für ein Elektroauto sind ohnehin schon nicht gerade gering. Und jetzt soll auch noch Stromtanken teurer werden als Benzin und Diesel!? Um sich den Preis-Schock an der E-Zapfsäule zu ersparen und dennoch weiterhin CO2-frei unterwegs sein zu können, bringt der US-amerikanische Elektroautohersteller Tesla nun eine Hybrid-Variante namens ‚Model H‘ auf den Markt: Dabei erzeugt ein integrierter Diesel-Generator den umweltfreundlichen Strom für den Antrieb des emissionsfreien Elektromotors.Tesla bleibt somit auch beim Model H seiner 100% Elektrofahrzeug-Linie treu. Im Unterschied zu allen bisherigen Modellen kommen die Tesla-Hybrid-Autos jedoch gänzlich ohne die häufig als umweltschädlich verunglimpften Akkus aus: Das integrierte Dieselaggregat erzeugt den Strom für den Elektromotor im Model H zur Laufzeit, was den völligen Verzicht auf die sonst üblichen Lithium-Ionen-Batterien ermöglicht.Durch das Fehlen des 600 Kilogramm-Akkus ist das Model H außerdem wesentlich leichter als beispielsweise das über zwei Tonnen schwere Tesla Model S. Die geringere Masse wirkt sich entsprechend positiv auf die Energiebilanz aus. Und noch etwas macht den Tesla-Hybrid umweltfreundlicher als all seine Vorgängermodelle: Da man beim Model H gewöhnlichen Diesel statt Strom tankt, erspart man sich zur Gänze die leidigen Fahrten zur E-Tankstelle!Wer somit auch künftig mit grüner Nummerntafel und trotzdem kostengünstig unterwegs sein möchte, dem bietet das Tesla Model H eine ideale Alternative zu all jenen Elektrofahrzeugen, die der Preiswillkür an der E-Zapfsäule hilflos ausgeliefert sind! Wer es weniger klimafreundlich braucht, aber ebenfalls preisliche Unabhängigkeit schätzt, dem sei der Actros XL von Mercedes ans Herz gelegt!","Allgemein, Empfehlung",2019-05-07 00:00:00,Entenpost
165,Passwörter: ***** löst 12345 als Lieblings-Kennwort ab,"Lange Zeit galt 12345 als weltweit beliebtestes Passwort im Internet: Einfach zu merken, leicht auf der Tastatur einzugeben – das waren wohl die Hauptgründe dafür, dass dieses Kennwort rund um den Globus so gerne und häufig eingesetzt wurde.Doch Sicherheitsbedenken haben zuletzt dazu geführt, dass 12345 bei vielen Webseiten und in Apps immer öfter und nicht länger akzeptiert wird. Begründet wird dies mit dem Fehlen eines oder mehrerer Sonderzeichen, die modernen Passwort-Crackern das Leben schwer machen. Heutzutage wird bei Google, Instagram & Co. daher meist mittels Passwort-Richtlinie mindestens ein Sonderzeichen zwingend bei der Vergabe neuer Passwörter vorausgesetzt.Eine aktuelle Online-Umfrage des europäischen Meinungsforschungsinstituts ‚Hoaxpost Research‘ hat nun ergeben, dass aus diesem Grund offenbar immer mehr Benutzer von 12345 auf ***** umsteigen. Der Stern gehört zu den Sonderzeichen und erfüllt somit die eingangs erwähnte strengere Passwort-Richtlinie. Fünf Sterne bedeuten zudem gleich fünf Sonderzeichen: Die Kennung wird dadurch extrem sicher und ist auch mit modernster Technologie praktisch unknackbar!Weiters hat ***** praktischerweise die selbe Länge wie 12345 und lässt sich ähnlich leicht merken wie die ersten fünf Ziffern. Und neben der erhöhten Sicherheit bietet der Fünffach-Stern gegenüber dem bisherigen Lieblings-Passwort außerdem noch einen weiteren Vorteil, vor allem auf den oftmals ziemlich klein-geratenen Smartphone-Tastaturen: Bei der Eingabe von ***** sieht man nämlich sofort, ob man sich vertippt hat oder nicht!Kein Wunder also, dass der Fünffach-Stern laut Hoaxpost Research mittlerweile bei sechs von zehn Usern als sichere Alternative zum bisherigen 12345 verwendet wird. Sollten Sie noch irgendwo die Ziffernfolge als Passwort einsetzen, dann steigen Sie lieber heute als morgen um. Böse Hacker lauern überall, geben Sie ihnen nicht leichtfertig eine Chance!","Allgemein, Empfehlung",2019-05-02 00:00:00,Entenpost
166,Wien droht Regierung mit ‚Wiexit‘: Restliche Bundesländer offenbar nicht abgeneigt,"Das permanente Wien-Bashing und zuletzt der heftige Streit um die ‚Mindestsicherung neu‘ haben mittlerweile zu so starken Verwerfungen geführt, dass Bürgermeister Michael Ludwig und seine rot-grüne Landesregierung der türkis-blauen Bundesregierung offen mit einem Austritt Wiens aus Österreich drohen! Doch dass es sich bei diesem sogenannten ‚Wiexit‘ um eine leere Drohung handeln bzw. der Schuss gar nach hinten losgehen könnte, zeigt eine aktuelle Umfrage des europäischen Meinungsforschungsinstituts ‚Hoaxpost Research‘: Während lediglich 38% der Wienerinnen und Wiener diesem angedrohten Austritt etwas abgewinnen können, stehen ganze 63% der Bevölkerung in den restlichen acht Bundesländern einem Österreich ohne Wien ’sehr positiv‘ bzw. ‚eher positiv‘ gegenüber!Im Unterschied zu Spanien, wo der Großteil des Landes eine Unabhängigkeit Kataloniens klar ablehnt, dürfte die Stimmungslage hierzulande definitv anders sein: Das Bild vom Wasserkopf Österreichs, das sich nach dem Ersten Weltkrieg auf Grund des riesigen Verwaltungsapparats in der Hauptstadt gebildet hatte, ist offenbar in weiten Teilen der Bevölkerung nach wie vor tief verankert.Auch die Fernsehreportagereihe ‚Alltagsgeschichten‘ der kürzlich verstorbenen TV-Journalistin Elisabeth T. Spira und die legendäre Fernsehserie rund um Mundl Sackbauer dürften ihren Teil dazu beigetragen haben, dass die Stadt im restlichen Land so manch ungläubiges Staunen hinterlassen hat.Doch dass Wien anders ist, sahen die Wiener selbst schließlich auch so: Nicht umsonst war der Spruch ‚Wien ist anders‘ über viele Jahre hinweg der selbstgewählte Slogan der Hauptstädter!David Cameron und seine Brexit-Abstimmung haben gezeigt, wie schnell sich Geister rufen lassen, die man nicht mehr loswird. Die Idee vom Austritt Wiens sollten SPÖ-Bürgermeister Ludwig und seine Landesregierung trotz aller Differenzen mit Kurz, Strache & Co. daher lieber schnellstmöglich wieder in der Schublade verschwinden lassen. Denn sonst kommt am Ende nicht nur der Wiexit, sondern auch noch die Mauer um ganz Wien: Immerhin 6% der Österreicher könnten sich diese nämlich durchaus vorstellen!",Politik,2019-04-29 00:00:00,Entenpost
167,Armin Wolf-Nachfolge geklärt: Ursula Stenzel ersetzt bisherigen ZIB2-Moderator,"Das skandalöse Interview von ZIB2-Moderator Armin Wolf mit FPÖ-Generalsekretär Harald Vilimsky, bei dem der TV-Moderator seinem Interview-Partner mehrere nicht im Vorhinein abgesprochene Fragen auf unterstem Schubladen-Niveau stellte, brachte das Fass zum Überlaufen. ORF-Generaldirektor Alexander Wrabetz zog die Reißleine und setzte den unbeliebten ZIB2-Anchorman samt seinen ‚Verhörmethoden‘ vor die Tür. Ihm nachfolgen soll ein echter Nachrichten-Profi: Die unabhängige, ehemalige ZIB1-Moderatorin Ursula Stenzel!Die gebürtige Wienerin moderierte bis Mitte der 1990er-Jahre die Hauptnachrichten im ORF, ehe sie sich entschloss, ihr abgebrochenes Publizistik- und Politikwissenschaftenstudium fortzusetzen. Der frühere TV-Publikumsliebling feiert nun in der ZIB2 ein Comeback, das nach all den Turbulenzen um den öffentlich-rechtlichen Rundfunk in den vergangenen Monaten nicht ganz unerwartet kommt.Medienminister Gernot Blümel, der sich selbst erst unlängst über das erschreckende Niveau in der ZIB2 empört hatte, begrüßte in einer ersten Reaktion ausdrücklich den längst überfälligen Moderatorenwechsel in der ZIB2. In einer Presseaussendung lobte der ÖVP-Minister Ursula Stenzel ‚im Unterschied zum eklatant links-linken Armin Wolf als politisch integer, unabhängig, und als jemand mit dem Herzen am rechten Fleck‘.In ihrem ersten ZIB2-Auftritt hatte Stenzel den ORF-Stiftungsratschef Norbert Steger als Studiogast. Wer sich so wie unter Armin Wolf eine hitzige Debatte mit dem durchaus als ORF-kritisch geltenden früheren FPÖ-Chef erwartet hatte, wurde rasch eines besseren belehrt: In der ZIB2 herrscht ab sofort ein neuer Stil mit von Respekt und hoher Diplomatie geprägter Message Control. In einem erfrischend harmonischen Interview streuten sich beide Seiten gegenseitig Kornblumen. Steger zeigte sich nach der Sendung ‚überzeugt, dass Stenzel im ORF endlich wieder für journalistische Seriosität und wahre Objektivität sorgen werde!‘Generaldirektor Wrabetz dürften mit seiner Personalentscheidung gleich mehrere Coups gelungen sein: So manchem der vielen GIS-Kritiker, die den ORF in der Vergangenheit als rein roten Staatsfunk bezeichnet hatten, hat er mit Ursula Stenzel so richtig den Wind aus den Segeln genommen. Und da mit der neuen ZIB2-Moderatorin künftig mit weniger Attacken seitens der Regierung gegen den ORF  zu rechnen sein wird, sollte auch das Österreich-Ranking von ‚Reporter ohne Grenzen‘ schon bald wieder um einiges erfreulicher ausfallen. Und Wrabetz selbst – der sitzt mit diesem genialen Schachzug beim ORF wohl fester im Sattel denn je!",Politik,2019-04-26 00:00:00,Entenpost
168,Dehydration Vilimskys bei ZIB2-Interview: Defekte Klimaanlage als Ursache vermutet,"Dramatische Szenen spielten sich gestern Abend bei einem ‚hitzigen‘ Interview von ZIB2-Anchorman Armin Wolf mit dem FPÖ-Spitzenkandidaten für die Europawahlen, Harald Vilimsky, im ORF ab: Das Publikum konnte live mitverfolgen, wie der FPÖ-Politiker zunehmend in Schweiß ausbrach, dadurch offenbar völlig dehydrierte und nur noch wirres Zeug von sich gab. Als Ursache wird eine defekte Klimaanlage im ZIB2-Studio vermutet.Es mussten geradezu Saunatemperaturen im ZIB2-Studio geherrscht haben, denn nicht einmal Alt-Landeshauptmann Erwin Pröll, der bei seinem legendären Interview mit Armin Wolf von Verhörmethoden gesprochen hatte, kam dabei so ins Schwitzen wie gestern Abend FPÖ-Spitzenkandidat Harald Vilimsky. Einige TV-Zuseher sprachen gar davon, sie hätten den Eindruck gehabt, Vilimsky sei förmlich gegrillt worden!Dass Flüssigkeitsentzug bei älteren Menschen rasch zu geistiger Verwirrtheit führen kann, ist hinlänglich bekannt. Und ließ sich während des gestrigen ZIB2-Interviews gut beobachten, insbesondere als Vilimsky das Abstimmungsverhalten seiner Partei im EU-Parlament zu Abbiegeassistenen für LKWs zu erklären versuchte.Spätestens jedoch als sich der FPÖ-Politiker am Ende bei Armin Wolf für das ‚freundliche Interview‘ bedankte, war allen Zusehern klar, dass Vilimsky offenbar bereits in ein Delirium verfallen war.ORF-Generaldirektor Alexander Wrabetz ließ in einer Presseaussendung wissen, er ‚bedauere diesen Einzelfall‘ und versprach eine schnellstmögliche Überprüfung bzw. Reparatur der Klimaanlage im ZIB2-Studio. Außerdem sicherte er zu, bei künftigen Interviews mit Harald Vilimsky als Vorbeugung gegen eine neuerliche Dehydration stets ein Glas Champagner bereitstellen zu wollen.",Politik,2019-04-24 00:00:00,Entenpost
169,Spaghetti-Missernte wegen extremer Dürre: Enormer Preisanstieg befürchtet,"Hat erst unlängst die Nachricht über steigende Schinkenpreise auf Grund der Schweinepest in China hierzulande für Furore gesorgt, folgt nun bereits die nächste Hiobsbotschaft: Offenbar durch den Klimawandel verursachte Hitzewellen haben in den riesigen Spaghettianbaugebieten Australiens und Argentiniens zu extremer Dürre und damit verbundenen enormen Ernteausfällen geführt. Die Nahrungsmittelbörsen haben auf die Knappheit bereits reagiert, Konsumenten müssen mit einem deutlichen Preisanstieg bei Spaghetti rechnen.Der patagonische Großgrundbesitzer Joaquín Gonzáles, der auf seinen weiten Feldern Soja und vor allem Spaghetti anbaut, schildert gegenüber der Nachrichtenagentur OEPA die dramatische Situation: „Im Frühjahr waren die Bedingungen für die Pflanzen noch ganz gut, doch mit dem Sommer kam diese unglaubliche Hitze, dazu eine extreme Trockenheit. Für unsere Felder war das katastrophal, vielfach verdorrten die Spaghetti oder erreichten nur ein Drittel der üblichen Länge!“Versicherungsunternehmen schätzen die Ernteschäden bei Spaghetti in Südamerika auf mehrere Milliarden Euro, es wird mit einem Rückgang von bis zu 80% der üblichen Erntemengen gerechnet. Nicht ganz so schlimm fallen die Missernten in Australien aus, doch auch dort führten extreme Hitze und ausgedehnte Trockenperioden zu großen Einbußen bei der Spaghettiernte. Entsprechend angezogen haben die Preise an den Nahrungsmittelbörsen. Der weltgrößte Pasta-Produzent Barilla hat bereits angekündigt, die Preise für Spaghetti schon in den kommenden Tagen anheben zu wollen. Auch heimische Hersteller wie Recheis, Wolf und Ja! Natürlich werden wohl in Kürze folgen bzw. auf Grund der zu kurz gewachsenen Spaghetti kleinere Packungen auf den Markt bringen.Nach Bier sind Spaghetti das nächste Grundnahrungsmittel, das auf Grund der globalen Erderwärmung teurer wird. Und es zeichnet sich immer deutlicher ab: Der Klimawandel ist auch hierzulande voll angekommen – und hat offenbar seinen Preis!","Allgemein, Empfehlung",2019-04-22 00:00:00,Entenpost
170,Kein Cent für Notre-Dame: Nach Kritik entsendet Vatikan zwei Finanz-Experten,"Die ganze Welt zeigte sich nach dem verheerenden Brand der Pariser Kathedrale Notre-Dame großzügig und spendete mehr als eine Milliarde Euro für den Wiederaufbau. Ausgerechnet aus Rom kam hingegen nicht einmal ein einziger Cent! Nach einem Aufschrei der Empörung hat der Vatikan nun offenbar eingelenkt und sagte zu, zwei Finanz-Experten zu entsenden, die ihr umfangreiches Know-how bei der Verwaltung der Spendengelder einbringen sollen.Dass der Vatikan den Wiederaufbau der in Flammen aufgegangenen Kathedrale nicht finanziell unterstützen kann, verwundert nicht, ist doch die römisch-katholische Kirche insbesondere durch die enormen Ausgaben für die kostenintensive Aufrechterhaltung all ihrer Bauwerke mittlerweile sprichwörtlich ‚arm wie die Kirchenmaus‘!Dennoch hätten sich offenbar viele Menschen zumindest eine kleine, wenigstens symbolische Geste aus Rom erwartet und äußerten ihr Unverständnis und ihren Unmut weltweit in den sozialen Medien. Der Vatikan nahm sich die Kritik offenbar zu Herzen und hat nun reagiert: Papst Franziskus sicherte in seiner Karfreitags-Predigt die umgehende Entsendung gleich zweier Finanz-Experten zu!‚Wenn es um die steuerschonende Veranlagung und die finanzoptimierende Verwaltung von Milliarden an Spendengeldern geht, kann wohl niemand ein fundierteres Wissen aufweisen als das Istituto per le Opere di Religione‚, so ein Finanz-Experte von der UniCredit neidvoll über seine Kollegen von der römisch-katholischen Hausbank: „Dass der Vatikan zwei seiner IOR-Mitarbeiter entbehren kann und nun nach Frankreich schickt, um sich dort um all die vielen gespendeten Millionen zu kümmern, beweist eindrucksvoll, dass man im Vatikan Paris nicht einfach im Stich lassen möchte.“Wie rasch diese großzügige Aktion des Vatikans seine Kritiker verstummen lässt, muss sich noch zeigen. All die Spender für Notre-Dame könnnen jedenfalls schon einmal aufatmen und sich sicher sein, dass ihr Geld nun auch wirklich dort landet, wo es hingehört.Wenn das keine österliche Frohbotschaft ist?! Und da sag noch einer, der Vatikan habe kein Herz und kümmere sich nicht um seine Herde: Die Kirche ist schließlich bekannt für ihre Barmherzigkeit. Und dafür, ihre Schäfchen stets ins Trockene zu bringen!",Allgemein,2019-04-20 00:00:00,Entenpost
171,Tragödie um letztes Ein­horn Eu­ro­pas: 5G-Tech­no­lo­gie als To­des­ur­sache ver­mutet,"Es galt als letztes Exemplar seiner Art in Europa – das Einhorn ‚Misty‘ im oberösterreichischen Kobernaußerwald. Und es dürfte nun – wie Recherchen von Investigativ-Journalisten des Aufdecker-Senders kla.tv ergaben – allem Anschein nach einem 5G-Test im Innviertel zum Opfer gefallen sein!Die eigentliche Todesursache lässt die Reportage von kla.tv offen: War es die exorbitante Strahlungszunahme, die mit der 5G-Technologie einhergeht und die Misty qualvoll verenden ließ? Oder passierte das Unglück beim Fällen zahlloser Bäume, die weichen mussten, um einen reibungslosen Empfang der Highspeed-Frequenz im oberösterreichischen Inn- und Hausruckviertel zu ermöglichen?So oder so: Fakt ist, dass das letzte Einhorn Europas praktisch zeitgleich mit dem Start eines in Ried im Innkreis durchgeführten 5G-Pilotversuchs nicht mehr gesichtet wurde. Mit an Sicherheit grenzender Wahrscheinlichkeit kann daher davon ausgegangen werden kann, dass Misty den tödlichen Magnetfeldern dieser neuen Technologie zum Opfer gefallen ist!Waren es in Den Haag noch krude Verschwörungstheorien um vom Himmel gefallenene Vögel – der Tod des Einhorns Misty im oberösterreichischen Kobernaußerwald dürfte wohl auch den letzten Hardcore-Befürworter der 5G-Technologie von deren gesundheitsgefährdenden Risiken für Mensch und Umwelt überzeugt haben!Zwar kommt diese Erkenntnis für Misty leider zu spät – für die Menschheit dürfte der Tod des letzten Einhorns Europas allerdings gerade noch rechtzeitig für das notwendige Umdenken hierzulande gesorgt haben!","Allgemein, Empfehlung",2019-04-19 00:00:00,Entenpost
172,Notre-Dame: Blankes Entsetzen in Gothic Szene,"Sie galt als das Sinnbild und Ursprung der Gothic Sezene – die Pariser Kathedrale Notre-Dame! Entsprechendes Entsetzen und Fassunglosigkeit löste der Brand der weltberühmten Kirche, die als architektonisches Meisterwerk der Gotik gilt, bei Vertretern und Fans des Gothic Rock aus. Um nicht doch noch mit zahlreichen Opfern rechnen zu müssen, wird von Experten eine intensive psychologische Betreuung der gemeinhin als schwermütig geltenden Endzeitromantiker gefordert!Dem Vernehmen nach inspirierte der Anblick der frühgotischen Kathedrale Notre-Dame auf der Seine-Insel Île de la Cité im Jahr 1979 Ian Curtis, den Sänger von Joy Divison, zu dem Album ‚Unknown Pleasures‘. Songs wie She’s lost control oder New dawn fades gelten in der Musikbranche als Ausgangspunkt des Gothic Rock.Peter John Murphy, Sänger der Band Bauhaus, in Fachkreisen auch als ‚Godfather of Goth‘ bezeichnet, brachte sein Mitgefühl auf Twitter zum Ausdruck: „Der Schmerz in mir blutet scharlachrot, meine stummen Schreie erstarren in Agonie!“Als wäre die Brandkatastrophe nicht schon tragisch genug, musste wegen der Ereignisse in Paris auch noch Robert Smith, Sänger von The Cure, ein für Ostersonntag geplantes Konzert, das zusammen mit der Kultband Siouxsie and the Banshees auf dem Platz vor der nun in Flammen aufgegangenen Kathedrale stattfinden hätte sollen, kurzerhand absagen.Schock und Trauer ob dieser doppelten Hiobsbotschaft sitzen tief bei Gothic-Fans, denen allgemein ein leichter Hang zum Morbiden nachgesagt wird. Psychologen sind jedenfalls alarmiert und forderten umgehend eine intensive psychologische Betreuung für sämtliche Anhänger dieser Subkultur: Damit der Brand, bei dem bis dato glücklicherweise noch keine Menschen zu Schaden gekommen sind, nicht doch noch das eine oder andere Opfer fordern könnte!",Allgemein,2019-04-16 00:00:00,Entenpost
173,Demo-Wahnsinn: Kein Tag mehr ohne Protestmärsche in Wien!,"Anti-Regierungs-Demo am Donnerstag. Fridays for Future Protest der Schüler am Freitag. Identitäre samt Gegendemo am Samstag. Und heute Vormittag dann gleich zig Aufmärsche der römisch-katholischen Kirche verteilt über ganz Wien! Sollten die nicht eigentlich stattdessen ihren Palmsonntag feiern?!Der Wiener, von Natur aus keine Frohnatur, fragt sich zu Recht: Hat man denn nicht einmal am Tag des Herrn mehr seine Ruhe!Da hilft wahrscheinlich nur noch eins: Eine Demo gegen diesen ganzen Demo-Wahnsinn. Am besten gleich morgen Montag nach dem Aufstehen – so um 14:00 herum!",Allgemein,2019-04-14 00:00:00,Entenpost
174,Aufatmen bei Impfgegnern: End­lich wirk­samer Impf­stoff ge­gen Impf­krank­heit ent­wickelt,"Eine Häufung von Masernfällen hat zuletzt in den sozialen Medien wieder einmal zu heftigen Debatten zwischen Impfbefürwortern und -gegnern geführt. Für zusätzlichen Zündstoff sorgte die Ärztekammer mit ihrer Forderung einer generellen Impfpflicht. Die teils sehr hitzigen Diskussionen über dieses leidige Thema könnten allerdings schon sehr bald zum Erliegen kommen und für allgemeines Aufatmen bei Impfgegnern sorgen: Medizinern der Weltgesunheitsorganisation WHO ist es gelungen, eine Impfung zu entwickeln, die gegen sämtliche Impfkrankheiten immun macht!Die WHO hat seit vielen Jahren vergeblich versucht, mit konkreten Zahlen und wissenschaftlich belegten Fakten die Impfgegner zu überzeugen. Doch allen Bemühungen zum Trotz war die Angst vor Impfkomplikationen wie Hautrötungen, Schlafstörungen oder Onanieren bei hartnäckigen Impfverweigerern nicht umzubringen und wurde offenbar als wesentlich bedrohlicheres Szenario wahrgenommen als abstrakte Gefahren wie Cholera, Polio oder die Pest!Da auf rationalem Weg dem Problem somit nicht beizukommen war, hat sich die WHO zuletzt um eine alternative Lösung bemüht. Und konnte nun einen sensationellen Durchbruch erzielen, der Impfgegnern ein für allemal den Wind aus den Segeln nehmen dürfte: Ein Impfstoff gegen die Impfkrankheit!Diese ‚Mutter aller Impfungen‘, die als isoosmotische Lösung verabreicht wird und bereits jetzt als Meilenstein in der Ausrottung gefährlicher Krankheiten gehandelt wird, macht laut Aussendung der WHO ‚immun gegen jegliche Nebenwirkungen, die in äußerst seltenen Fällen bei den bisherigen Impfungen eintreten konnten‘.Einer Impfpflicht steht auf Grund dieser revolutionären Immunisierung somit nichts mehr im Wege und könnte so selbstverständlich werden wie tägliches Zähneputzen. Beinahe unglaublich, dass die Weltgesundheitsorganisation nicht schon viel früher auf diese geniale Idee gekommen ist!",Allgemein,2019-04-13 00:00:00,Entenpost
